Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
C_I11,2016,Single year,68,51.83772294,84.16227706,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2017,Single year,70,53.60176481,86.39823519,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2018,Single year,53,38.73124681,67.26875319,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2019,Single year,82,64.25177126,99.74822874,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I12,2000,Single year,12.28028925,9.962845525,14.59773297,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2001,Single year,11.73487848,9.468248831,14.00150812,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2002,Single year,12.09967172,9.807024799,14.39231864,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2003,Single year,9.555070932,7.523778065,11.5863638,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2004,Single year,10.0613626,7.982677278,12.14004793,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2005,Single year,10.42412239,8.305488115,12.54275667,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2006,Single year,9.969324629,7.897992857,12.0406564,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2007,Single year,11.36378122,9.168399678,13.55916275,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2008,Single year,11.30910208,9.133535391,13.48466877,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2009,Single year,11.56747108,9.372239697,13.76270247,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2010,Single year,9.484672728,7.520961225,11.44838423,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2011,Single year,8.245684319,6.422969367,10.06839927,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2012,Single year,8.315111556,6.452937482,10.17728563,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2013,Single year,6.376637001,4.759660772,7.99361323,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2014,Single year,8.941240577,7.026158501,10.85632265,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2015,Single year,9.366603551,7.394944843,11.33826226,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2016,Single year,7.343897874,5.595151589,9.09264416,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2017,Single year,7.445187633,5.69881725,9.191558016,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2018,Single year,5.657555968,4.133182689,7.181929246,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I12,2019,Single year,8.638853015,6.768237272,10.50946876,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Fatal
C_I01,2000,Single year,829,772.5680112,885.4319888,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2001,Single year,823,766.7725991,879.2274009,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2002,Single year,739,685.7192524,792.2807476,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2003,Single year,722,669.3356547,774.6643453,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2004,Single year,619,570.2366633,667.7633367,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2005,Single year,657,606.7621811,707.2378189,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2006,Single year,627,577.9225644,676.0774356,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2007,Single year,669,618.3054643,719.6945357,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2008,Single year,597,549.1110564,644.8889436,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2009,Single year,675,624.078642,725.921358,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2010,Single year,614,565.4340066,662.5659934,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2011,Single year,620,571.1972904,668.8027096,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2012,Single year,612,563.5131688,660.4868312,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2013,Single year,658,607.7239629,708.2760371,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2014,Single year,649,599.0689798,698.9310202,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2015,Single year,616,567.3549732,664.6450268,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2016,Single year,690,638.5159579,741.4840421,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2017,Single year,628,578.8834433,677.1165567,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2018,Single year,708,655.8487503,760.1512497,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2019,Single year,794,738.7721239,849.2278761,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2020,Single year,773,718.5073613,827.4926387,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2021,Single year,780,725.2611849,834.7388151,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I01,2022,Single year,768,713.6838848,822.3161152,Injuries,Number,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2000,Single year,94.24548638,87.82596276,100.66501,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2001,Single year,93.72167666,87.31753069,100.1258226,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2002,Single year,83.55853728,77.53399093,89.58308363,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2003,Single year,81.16189663,75.24176068,87.08203257,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2004,Single year,69.27089059,63.81382184,74.72795933,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2005,Single year,73.70829626,68.07203866,79.34455385,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2006,Single year,70.36587595,64.85771509,75.87403682,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2007,Single year,74.63999192,68.98187254,80.29811131,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2008,Single year,66.16777637,60.85492426,71.48062849,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2009,Single year,73.93106368,68.34487403,79.51725332,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2010,Single year,66.77548833,61.48216453,72.06881213,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2011,Single year,66.85669197,61.58039027,72.13299367,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2012,Single year,66.06613484,60.81861139,71.3136583,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2013,Single year,71.40476141,65.93642116,76.87310165,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2014,Single year,70.69729779,65.24781316,76.14678241,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2015,Single year,67.02219498,61.71912735,72.32526262,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2016,Single year,74.57128693,68.99611082,80.14646305,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2017,Single year,67.07013,61.81656724,72.32369276,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2018,Single year,74.88790869,69.36685746,80.40895992,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2019,Single year,83.34449719,77.54457202,89.14442236,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2020,Single year,80.23451468,74.57746708,85.89156228,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2021,Single year,80.86580445,75.19057399,86.54103492,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_I02,2022,Single year,79.84002214,74.19329099,85.48675328,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious non-fatal
C_M01,2000,Single year,203,175.0748117,230.9251883,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2001,Single year,157,132.4417217,181.5582783,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2002,Single year,137,114.0592097,159.9407903,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2003,Single year,150,125.9954416,174.0045584,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2004,Single year,123,101.2629479,144.7370521,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2005,Single year,148,124.156009,171.843991,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2006,Single year,138,114.9756364,161.0243636,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2007,Single year,128,105.8255388,150.1744612,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2008,Single year,103,83.10853805,122.891462,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2009,Single year,112,91.25769087,132.7423091,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2010,Single year,113,92.16529706,133.8347029,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2011,Single year,94,74.99744414,113.0025559,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2012,Single year,85,66.93002491,103.0699751,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2013,Single year,102,82.20533406,121.7946659,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2014,Single year,106,85.82093573,126.1790643,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2015,Single year,100,80.40036015,119.5996398,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2016,Single year,121,99.44039617,142.5596038,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2017,Single year,115,93.98172785,136.0182722,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2018,Single year,113,92.16529706,133.8347029,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2019,Single year,127,104.9123276,149.0876724,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2020,Single year,130,107.6529723,152.3470277,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2021,Single year,121,99.44039617,142.5596038,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M01,2022,Single year,124,102.1747647,145.8252353,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2000,Single year,23.23062762,20.03243349,26.42882176,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2001,Single year,17.98024122,15.16714468,20.79333776,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2002,Single year,15.52647063,12.92648643,18.12645483,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2003,Single year,16.86188988,14.16347508,19.56030468,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2004,Single year,13.78681248,11.35031815,16.22330682,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2005,Single year,16.63626115,13.95597952,19.31654278,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2006,Single year,15.60037618,12.99747684,18.20327551,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2007,Single year,14.41842695,11.91986199,16.91699191,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2008,Single year,11.64239728,9.392586012,13.89220855,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2009,Single year,12.60502215,10.26793859,14.9421057,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2010,Single year,12.70462205,10.35908644,15.05015766,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2011,Single year,10.48738887,8.363444323,12.61133341,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2012,Single year,9.426634227,7.418381091,11.43488736,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2013,Single year,11.51325063,9.275262948,13.75123832,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2014,Single year,11.809494,9.55768055,14.06130745,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2015,Single year,10.90476175,8.763493943,13.04602955,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2016,Single year,13.27687402,10.90572634,15.64802171,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2017,Single year,12.366523,10.10217626,14.63086973,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2018,Single year,12.09966439,9.866098367,14.33323042,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2019,Single year,13.37860589,11.05031795,15.70689383,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2020,Single year,13.50543453,11.18330273,15.82756633,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2021,Single year,12.53869909,10.30445939,14.77293879,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_M02,2022,Single year,12.85586782,10.59306926,15.11866639,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious non-fatal
C_I21,2000,Single year,937,877.0046092,996.9953908,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2001,Single year,926,866.3578097,985.6421903,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2002,Single year,846,788.9923324,903.0076676,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2003,Single year,807,751.3218421,862.6781579,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2004,Single year,709,656.8119333,761.1880667,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2005,Single year,750,696.3241757,803.6758243,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2006,Single year,716,663.5549381,768.4450619,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2007,Single year,772,717.5426202,826.4573798,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2008,Single year,701,649.1072006,752.8927994,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2009,Single year,782,727.1910518,836.8089482,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2010,Single year,704,651.9962789,756.0037211,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2011,Single year,699,647.1812803,750.8187197,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2012,Single year,689,637.5532787,740.4467213,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2013,Single year,718,665.4817419,770.5182581,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2014,Single year,733,679.9359885,786.0640115,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2015,Single year,703,651.0332265,754.9667735,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2016,Single year,758,704.038664,811.961336,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2017,Single year,698,646.2183598,749.7816402,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2018,Single year,761,706.9319858,815.0680142,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I21,2019,Single year,876,817.9903635,934.0096365,Injuries,Number,All,Validated,Children,0-14 years,Serious
C_I22,2000,Single year,106.5257756,99.70076069,113.3507906,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2001,Single year,105.4565551,98.66312481,112.2499855,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2002,Single year,95.658209,89.21217234,102.1042457,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2003,Single year,90.71696756,84.45804111,96.97589401,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2004,Single year,79.33225319,73.49268711,85.17181927,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2005,Single year,84.13241865,78.1111222,90.1537151,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2006,Single year,80.33520058,74.45045323,86.21994793,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2007,Single year,86.00377314,79.93466982,92.07287646,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2008,Single year,77.47687845,71.735843,83.2179139,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2009,Single year,85.49853476,79.49648881,91.50058071,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2010,Single year,76.26016106,70.61432722,81.9059949,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2011,Single year,75.10237629,69.52011425,80.68463833,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2012,Single year,74.3812464,68.81310535,79.94938744,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2013,Single year,77.78139841,72.07899916,83.48379765,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2014,Single year,79.63853836,73.86234394,85.41473279,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2015,Single year,76.38879854,70.73106361,82.04653346,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2016,Single year,81.91518481,76.07218024,87.75818937,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2017,Single year,74.51531763,68.9790977,80.05153757,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2018,Single year,80.54546466,74.81783682,86.27309249,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_I22,2019,Single year,91.9833502,85.8892272,98.07747321,"Per 100,000 people",Age-standardised rate,All,Validated,Children,0-14 years,Serious
C_F21,2000,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2001,Single year,213,184.3952674,241.6047326,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2002,Single year,177,150.9243752,203.0756248,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2003,Single year,187,160.1978956,213.8021044,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2004,Single year,143,119.5622396,166.4377604,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2005,Single year,143,119.5622396,166.4377604,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2006,Single year,153,128.7565844,177.2434156,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2007,Single year,164,138.9002142,189.0997858,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2008,Single year,156,131.5200577,180.4799423,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2009,Single year,179,152.7774691,205.2225309,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2010,Single year,162,137.0537312,186.9462688,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2011,Single year,147,123.2366996,170.7633004,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2012,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2013,Single year,221,191.8630407,250.1369593,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2014,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2015,Single year,185,158.3416077,211.6583923,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2016,Single year,194,166.7008606,221.2991394,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2017,Single year,184,157.413755,210.586245,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2018,Single year,228,198.4051928,257.5948072,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F21,2019,Single year,227,197.470165,256.529835,Injuries,Number,Falls,Validated,Children,0-14 years,Serious
C_F22,2000,Single year,23.81619759,20.5932682,27.03912698,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2001,Single year,24.16364481,20.91816821,27.4091214,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2002,Single year,19.99063671,17.04557647,22.93569695,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2003,Single year,21.02115605,18.00826183,24.03405027,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2004,Single year,16.00459569,13.38139596,18.62779542,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2005,Single year,16.03622487,13.4078198,18.66462995,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2006,Single year,17.15449352,14.43610815,19.87287888,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2007,Single year,18.17502108,15.3923609,20.95768126,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2008,Single year,17.2051294,14.50258462,19.90767419,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2009,Single year,19.57617101,16.70414439,22.44819764,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2010,Single year,17.63690568,14.91508059,20.35873076,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2011,Single year,15.81469913,13.25141714,18.37798113,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2012,Single year,22.78643341,19.69689792,25.8759689,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2013,Single year,23.99697069,20.82599969,27.16794168,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2014,Single year,22.92148855,19.8157491,26.02722801,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2015,Single year,20.20489857,17.28753736,23.12225977,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2016,Single year,20.96286433,18.00719857,23.91853009,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2017,Single year,19.49056333,16.67067281,22.31045385,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2018,Single year,24.02911376,20.90753721,27.15069031,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_F22,2019,Single year,23.72070362,20.6335595,26.80784774,"Per 100,000 people",Age-standardised rate,Falls,Validated,Children,0-14 years,Serious
C_M21,2000,Single year,239,208.6996921,269.3003079,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2001,Single year,186,159.2696551,212.7303449,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2002,Single year,169,143.5204682,194.4795318,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2003,Single year,177,150.9243752,203.0756248,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2004,Single year,141,117.7267172,164.2732828,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2005,Single year,177,150.9243752,203.0756248,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2006,Single year,162,137.0537312,186.9462688,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2007,Single year,158,133.3636347,182.6363653,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2008,Single year,124,102.1747647,145.8252353,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2009,Single year,134,111.3117766,156.6882234,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2010,Single year,128,105.8255388,150.1744612,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2011,Single year,104,84.01221079,123.9877892,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
C_M21,2012,Single year,99,79.49860458,118.5013954,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Serious
